,round_epochs,val_loss,val_matthews,val_precision,val_recall,loss,matthews,precision,recall,activation,batch_size,class_weight,dropout,epochs,first_hidden_layer,first_neuron,kernel_initializer,learning_rate,optimizer,second_hidden_layer
104,200,0.15634650684687765,0.8123323917388916,0.7738869190216064,0.9098502397537231,0.1928604088879078,0.8077759146690369,0.7708468437194824,0.9037116169929504,elu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,4,2,he_normal,100,<class 'keras.optimizers.Adam'>,8
105,100,0.13692094719762213,0.7797602415084839,0.7235009074211121,0.906916081905365,0.1429316602225454,0.7773047685623169,0.7336858510971069,0.8776320815086365,relu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,100,2,8,he_normal,5,<class 'keras.optimizers.Adam'>,6
106,50,0.15989702108896842,0.7957519292831421,0.7384638786315918,0.9181646108627319,0.15414382887646563,0.827253520488739,0.779001772403717,0.9241458773612976,elu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,50,2,2,he_normal,10,<class 'keras.optimizers.Adam'>,8
107,50,0.1384059073376188,0.8490952253341675,0.8678932785987854,0.8678051233291626,0.1981661469061459,0.8467543125152588,0.8317604064941406,0.9051124453544617,elu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,2,4,he_normal,100,<class 'keras.optimizers.Adam'>,8
108,50,0.07730632695860408,0.6842077374458313,0.7017858028411865,0.6970899105072021,0.0641389430907748,0.6786888837814331,0.7062358260154724,0.6795633435249329,relu,16,,0.4,50,4,4,he_normal,5,<class 'keras.optimizers.Adam'>,6
109,100,0.130625476645778,0.8130793571472168,0.7685829997062683,0.9201796650886536,0.15535481589405828,0.8135257363319397,0.7544739246368408,0.9304996132850647,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,100,4,2,he_normal,10,<class 'keras.optimizers.Adam'>,6
110,100,0.11932528106648839,0.8102699518203735,0.7832136750221252,0.8923656940460205,0.13827105555104519,0.7967259883880615,0.7564342617988586,0.8906341195106506,relu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,100,4,8,he_normal,10,<class 'keras.optimizers.Adam'>,6
111,100,0.13875135519618811,0.6725503206253052,0.6602513194084167,0.7301586866378784,0.1444535696186782,0.6783428192138672,0.6677719950675964,0.7246597409248352,elu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,100,4,4,he_normal,1,<class 'keras.optimizers.Adam'>,8
112,200,0.13825565856112007,0.6651744246482849,0.6451719403266907,0.7367724180221558,0.14780330459483002,0.675271213054657,0.6556121110916138,0.736847996711731,relu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,200,4,4,he_normal,1,<class 'keras.optimizers.Adam'>,6
113,200,0.1268806565827698,0.8011093139648438,0.7541863918304443,0.9124956727027893,0.14267367646002982,0.8225627541542053,0.7678202390670776,0.9307816624641418,elu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,4,4,he_normal,1,<class 'keras.optimizers.Adam'>,8
114,200,0.08084478019106497,0.853621244430542,0.8882630467414856,0.8554911613464355,0.056300281406260894,0.8849221467971802,0.9260486960411072,0.8681801557540894,relu,128,,0.2,200,4,8,he_normal,5,<class 'keras.optimizers.Adam'>,8
115,50,0.07569091311471617,0.8311799764633179,0.8607143759727478,0.8375282883644104,0.06576614165476417,0.8194044232368469,0.8722708821296692,0.8006711006164551,elu,32,,0.2,50,4,2,he_normal,5,<class 'keras.optimizers.Adam'>,6
116,50,0.07424223548259752,0.8375639319419861,0.879761815071106,0.8332955241203308,0.06408743854895989,0.8361235857009888,0.8700965046882629,0.8364272117614746,relu,32,,0.4,50,4,4,he_normal,1,<class 'keras.optimizers.Adam'>,6
117,100,0.12845211470352086,0.6381292343139648,0.6063113808631897,0.7275131344795227,0.26695707106072514,0.5919897556304932,0.5410299897193909,0.7557539343833923,relu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,100,2,2,he_normal,100,<class 'keras.optimizers.Adam'>,6
118,200,0.12980302961079276,0.8191118240356445,0.7812537550926208,0.9056900143623352,0.15652945443112426,0.8403871059417725,0.7985101938247681,0.9208613038063049,relu,128,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,2,2,he_normal,5,<class 'keras.optimizers.Adam'>,6
119,100,0.0769450907371818,0.6779314875602722,0.7070767879486084,0.6781084537506104,0.06793498254354159,0.6784361004829407,0.7037981152534485,0.6788830757141113,relu,16,,0.2,100,4,2,he_normal,10,<class 'keras.optimizers.Adam'>,8
120,50,0.07249161933817252,0.6800386905670166,0.7058862447738647,0.6800925135612488,0.07079722236016453,0.6578179001808167,0.6895974278450012,0.6518383026123047,relu,16,,0.2,50,2,2,he_normal,5,<class 'keras.optimizers.Adam'>,8
121,100,0.18956174210975743,0.8172577619552612,0.8201246857643127,0.8619992733001709,0.22169329521471057,0.8031724095344543,0.8051225543022156,0.8416870832443237,relu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,100,4,8,he_normal,100,<class 'keras.optimizers.Adam'>,6
122,50,0.13407610757181596,0.8103320598602295,0.7679743766784668,0.9068197011947632,0.16044694801698142,0.8218744993209839,0.768616795539856,0.9211935997009277,relu,128,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,50,4,2,he_normal,1,<class 'keras.optimizers.Adam'>,8
123,50,0.19260707165308616,0.6736335754394531,0.6958334445953369,0.6828702688217163,0.25611396568120415,0.6615840196609497,0.6752265691757202,0.679903507232666,elu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,4,4,he_normal,100,<class 'keras.optimizers.Adam'>,8
124,50,0.07216967832827156,0.8277552127838135,0.8957672119140625,0.801814079284668,0.06241437943518263,0.8147218227386475,0.8563412427902222,0.8065436482429504,relu,32,,0.2,50,2,8,he_normal,5,<class 'keras.optimizers.Adam'>,8
125,200,0.1419685504662656,0.7799689173698425,0.726127564907074,0.9009637236595154,0.13761314834722208,0.7891370058059692,0.7527591586112976,0.8741133213043213,elu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,4,8,he_normal,10,<class 'keras.optimizers.Adam'>,6
126,50,0.2772640797039223,0.5511686205863953,0.4973733723163605,0.7062169313430786,0.3336205255394233,0.5523152947425842,0.4976108968257904,0.7242345213890076,elu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,50,4,4,he_normal,100,<class 'keras.optimizers.Adam'>,6
127,100,0.11829479742884962,0.8404051661491394,0.9344161748886108,0.7911925315856934,0.10961882069725948,0.8476505279541016,0.9224542379379272,0.8116254806518555,relu,64,,0.2,100,4,8,he_normal,100,<class 'keras.optimizers.Adam'>,6
128,50,0.13250930229516902,0.6820422410964966,0.681415319442749,0.7215608358383179,0.16127384728373442,0.7074598670005798,0.6977444291114807,0.7503116726875305,relu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,2,4,he_normal,1,<class 'keras.optimizers.Adam'>,8
129,100,0.21950422680671025,0.8143749833106995,0.819085419178009,0.854724109172821,0.2293562316872963,0.8231534957885742,0.8268103003501892,0.8599775433540344,elu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,100,2,4,he_normal,100,<class 'keras.optimizers.Adam'>,6
130,200,0.07397007087797393,0.8279985189437866,0.8789682984352112,0.8154383301734924,0.06402982496202513,0.837143063545227,0.8806740641593933,0.8280990719795227,relu,32,,0.4,200,2,2,he_normal,1,<class 'keras.optimizers.Adam'>,8
131,50,0.07965226268091893,0.8654975295066833,0.9186691641807556,0.8464520573616028,0.0703550340879745,0.861786961555481,0.9164093136787415,0.8405230641365051,relu,64,,0.2,50,4,2,he_normal,10,<class 'keras.optimizers.Adam'>,6
132,50,0.11158404816594229,0.8328498005867004,0.8442177772521973,0.8633220791816711,0.08709352804453335,0.8160836100578308,0.8326775431632996,0.8356576561927795,relu,32,,0.2,50,4,2,he_normal,100,<class 'keras.optimizers.Adam'>,6
133,100,0.1189384795364565,0.8094950318336487,0.7753622531890869,0.8989795446395874,0.1470412582495254,0.789221465587616,0.7533718347549438,0.8772109746932983,relu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,100,4,4,he_normal,5,<class 'keras.optimizers.Adam'>,6
134,100,0.07722493603747863,0.8522914052009583,0.8885671496391296,0.8528202176094055,0.06639483130171026,0.8732696175575256,0.8931097984313965,0.8847743272781372,relu,64,,0.2,100,4,2,he_normal,1,<class 'keras.optimizers.Adam'>,6
135,200,0.13942501043448946,0.7712365388870239,0.7258881330490112,0.8892478942871094,0.22860479653167085,0.7850420475006104,0.7510329484939575,0.8768628239631653,elu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,2,4,he_normal,100,<class 'keras.optimizers.Adam'>,8
136,50,0.31493721930862867,0.0,0.0,0.0,1.2076591368474319,-0.0005328705301508307,0.00034013608819805086,0.0034013602416962385,elu,16,,0.4,50,4,8,he_normal,100,<class 'keras.optimizers.Adam'>,8
137,50,0.070852533139627,0.8426418900489807,0.9000000953674316,0.8191421031951904,0.06210198983226547,0.8193917274475098,0.8578231334686279,0.8130549788475037,elu,32,,0.2,50,4,8,he_normal,1,<class 'keras.optimizers.Adam'>,8
138,100,0.07948032916443265,0.8422504663467407,0.8766251802444458,0.843348503112793,0.06018105753697058,0.831839382648468,0.8635003566741943,0.8303331136703491,relu,32,,0.2,100,4,8,he_normal,10,<class 'keras.optimizers.Adam'>,6
139,200,0.0998410926653044,0.8578686118125916,0.8865755200386047,0.8652541041374207,0.08911957510415165,0.8679032921791077,0.8763574957847595,0.8892448544502258,elu,64,,0.2,200,2,2,he_normal,100,<class 'keras.optimizers.Adam'>,6
140,100,0.14756916096674055,0.792830228805542,0.7249135971069336,0.9236114621162415,0.1357149382844637,0.8309170007705688,0.7719348669052124,0.9376349449157715,relu,128,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,100,4,8,he_normal,10,<class 'keras.optimizers.Adam'>,8
141,50,0.0781432031885091,0.6656275391578674,0.696428656578064,0.662566065788269,0.06394595056280601,0.6800627112388611,0.70847487449646,0.6778627038002014,elu,16,,0.4,50,2,4,he_normal,5,<class 'keras.optimizers.Adam'>,8
142,200,0.075252461803812,0.8672552704811096,0.9105306267738342,0.8567848801612854,0.06655724957845423,0.8770411610603333,0.9274118542671204,0.8550437092781067,relu,128,,0.2,200,2,2,he_normal,10,<class 'keras.optimizers.Adam'>,8
143,200,0.13756455814820648,0.7690665125846863,0.7109914422035217,0.9003022909164429,0.14149294360653802,0.7928401231765747,0.7492105960845947,0.8895692229270935,relu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,2,4,he_normal,5,<class 'keras.optimizers.Adam'>,6
144,100,0.18547790796341718,0.8107132911682129,0.7891420125961304,0.8846361041069031,0.20445050573846338,0.842960774898529,0.818146288394928,0.9090135097503662,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,100,4,8,he_normal,100,<class 'keras.optimizers.Adam'>,8
145,50,0.07441832770059001,0.8286616206169128,0.8714286088943481,0.8229780793190002,0.0672982891703563,0.840393602848053,0.8777130246162415,0.8364758491516113,elu,32,,0.4,50,2,2,he_normal,5,<class 'keras.optimizers.Adam'>,8
146,50,0.13112566312430424,0.6780657768249512,0.6776455044746399,0.7175925970077515,0.1562387413321885,0.676665723323822,0.6690758466720581,0.7205497622489929,elu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,50,4,2,he_normal,5,<class 'keras.optimizers.Adam'>,8
147,50,0.07278775549622085,0.681972324848175,0.7000661492347717,0.6937829852104187,0.06252743925490103,0.6746176481246948,0.6963719129562378,0.6776359677314758,elu,16,,0.4,50,2,8,he_normal,5,<class 'keras.optimizers.Adam'>,6
148,100,0.1319382520420752,0.8101709485054016,0.783068835735321,0.8930271863937378,0.142506245093911,0.8083111047744751,0.7775809168815613,0.8842322826385498,relu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,100,2,8,he_normal,1,<class 'keras.optimizers.Adam'>,6
149,200,0.12170624828809302,0.7995736598968506,0.7589128613471985,0.9016250967979431,0.1396927055480532,0.7899473309516907,0.7549079060554504,0.87688148021698,relu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,4,4,he_normal,5,<class 'keras.optimizers.Adam'>,8
150,200,0.07819073287914002,0.8369238376617432,0.8804233074188232,0.8334277272224426,0.06534551820377178,0.834362268447876,0.8687886595726013,0.8333173990249634,elu,32,,0.2,200,2,2,he_normal,5,<class 'keras.optimizers.Adam'>,8
151,100,0.07540441988078128,0.8649342060089111,0.9103636145591736,0.8541468381881714,0.06368512913811493,0.8845959305763245,0.9198382496833801,0.8742049932479858,relu,128,,0.2,100,4,4,he_normal,10,<class 'keras.optimizers.Adam'>,6
152,200,0.14074726738377957,0.8118771314620972,0.7735568881034851,0.9118343591690063,0.15711579835315925,0.8345935940742493,0.8026329874992371,0.9113272428512573,elu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,2,2,he_normal,1,<class 'keras.optimizers.Adam'>,6
153,50,0.12028788904531558,0.8368561863899231,0.8122005462646484,0.9061769843101501,0.15618553188010548,0.8246196508407593,0.7708983421325684,0.9214193224906921,relu,128,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,4,2,he_normal,5,<class 'keras.optimizers.Adam'>,8
154,200,0.314307596019222,0.0,0.0,0.0,0.3039531550188174,0.0,0.0,0.0,relu,64,,0.2,200,2,8,he_normal,100,<class 'keras.optimizers.Adam'>,6
155,50,0.1361742905064259,0.8114529252052307,0.7609990239143372,0.9153254628181458,0.14533140230884242,0.8402732610702515,0.8002084493637085,0.9207369685173035,elu,128,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,50,2,8,he_normal,10,<class 'keras.optimizers.Adam'>,8
156,200,0.07357287423665304,0.8680467009544373,0.9207677245140076,0.8487215042114258,0.06618147618710209,0.8797816634178162,0.9239339232444763,0.8610662817955017,elu,128,,0.2,200,2,2,he_normal,1,<class 'keras.optimizers.Adam'>,8
157,200,0.0734417469367692,0.8410509824752808,0.8592876195907593,0.8581065535545349,0.061572379651077,0.818317711353302,0.8505346179008484,0.8162132501602173,relu,32,,0.4,200,2,4,he_normal,5,<class 'keras.optimizers.Adam'>,6
158,200,0.07602802518087291,0.6840246915817261,0.7131614685058594,0.6814152598381042,0.06435813714316763,0.6677344441413879,0.6977890729904175,0.6617913246154785,elu,16,,0.2,200,2,2,he_normal,10,<class 'keras.optimizers.Adam'>,8
159,100,0.12967215742067573,0.6701447367668152,0.6605158448219299,0.724206268787384,0.15216005082956244,0.6565840244293213,0.6429702639579773,0.7067742943763733,elu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,100,2,2,he_normal,1,<class 'keras.optimizers.Adam'>,8
160,100,0.07876132298718841,0.8087796568870544,0.885185182094574,0.7721845507621765,0.08024695945789474,0.8235431909561157,0.8774943351745605,0.8041061162948608,relu,32,,0.4,100,2,8,he_normal,100,<class 'keras.optimizers.Adam'>,8
161,50,0.13862781516739534,0.7953576445579529,0.7301883101463318,0.9212914109230042,0.15165371375167153,0.8233106136322021,0.7645459175109863,0.9274862408638,elu,128,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,50,4,4,he_normal,5,<class 'keras.optimizers.Adam'>,6
162,200,0.1327825121920133,0.8142991065979004,0.7684147953987122,0.9176543951034546,0.1436567460985679,0.8225332498550415,0.7716203331947327,0.9223489761352539,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,200,4,4,he_normal,1,<class 'keras.optimizers.Adam'>,8
163,200,0.07856160703075618,0.6481893062591553,0.6921296715736389,0.6318121552467346,0.061318458500605674,0.6545345783233643,0.6783445477485657,0.6547050476074219,relu,16,,0.2,200,4,4,he_normal,5,<class 'keras.optimizers.Adam'>,8
164,100,0.13407088342155804,0.8157912492752075,0.7790209054946899,0.9122122526168823,0.14785306444950638,0.8154423236846924,0.7569297552108765,0.9271804094314575,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,100,2,8,he_normal,1,<class 'keras.optimizers.Adam'>,6
165,50,0.0873500208331303,0.8599197268486023,0.9170888662338257,0.8382683992385864,0.07724499287263745,0.8700670003890991,0.9230151772499084,0.8456774353981018,elu,128,,0.2,50,2,2,he_normal,100,<class 'keras.optimizers.Adam'>,6
166,100,0.12752851094150472,0.8293891549110413,0.785529613494873,0.920356273651123,0.14092605057651816,0.8358170390129089,0.7861656546592712,0.9286014437675476,elu,128,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,100,4,4,he_normal,10,<class 'keras.optimizers.Adam'>,8
167,200,0.3228716663747974,0.0,0.0,0.0,0.3044769855738701,0.0,0.0,0.0,relu,16,,0.4,200,4,4,he_normal,100,<class 'keras.optimizers.Adam'>,8
168,50,0.07123116988560121,0.8605905175209045,0.899426281452179,0.8568829298019409,0.059801571020398965,0.877952516078949,0.9168827533721924,0.8686469197273254,relu,64,,0.4,50,4,8,he_normal,5,<class 'keras.optimizers.Adam'>,6
169,200,0.15435300684719722,0.772404670715332,0.9573695659637451,0.6673943996429443,0.14533533323389664,0.7764071226119995,0.9565516114234924,0.6725088357925415,relu,64,,0.4,200,4,8,he_normal,100,<class 'keras.optimizers.Adam'>,8
170,50,0.14113374274785564,0.6589778661727905,0.6351190805435181,0.7328041791915894,0.1469664418488652,0.6643423438072205,0.6499571800231934,0.7164965271949768,elu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,50,4,8,he_normal,1,<class 'keras.optimizers.Adam'>,8
171,200,0.11527162594181863,0.8243401050567627,0.78912353515625,0.9141963720321655,0.14691235020236545,0.7960014343261719,0.7272891402244568,0.9276751279830933,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,2,4,he_normal,5,<class 'keras.optimizers.Adam'>,8
172,50,0.07337644272642305,0.8681948781013489,0.9252252578735352,0.8444847464561462,0.06387475612955926,0.8768307566642761,0.9247132539749146,0.8557182550430298,elu,128,,0.4,50,4,4,he_normal,5,<class 'keras.optimizers.Adam'>,8
173,100,0.08283842667504342,0.8641462922096252,0.9204831719398499,0.8418224453926086,0.07928201083447538,0.856829047203064,0.9147958755493164,0.8358087539672852,elu,64,,0.4,100,4,2,he_normal,100,<class 'keras.optimizers.Adam'>,8
174,100,0.22748512150278036,0.6757749915122986,0.5465693473815918,0.9382888674736023,0.23352104846012242,0.7380738258361816,0.6344695687294006,0.9318864345550537,elu,128,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,100,4,8,he_normal,100,<class 'keras.optimizers.Adam'>,8
175,200,0.12178690438090585,0.8152725100517273,0.7651516199111938,0.9176455140113831,0.12395569270420399,0.8440408706665039,0.7943743467330933,0.9340710043907166,relu,128,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,4,8,he_normal,10,<class 'keras.optimizers.Adam'>,8
176,50,0.14353362883265153,0.6563605070114136,0.6312830448150635,0.7334656119346619,0.1608258860123099,0.6639566421508789,0.6497568488121033,0.7224488258361816,relu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,2,2,he_normal,10,<class 'keras.optimizers.Adam'>,6
177,200,0.11378882652569977,0.6527800559997559,0.6789681911468506,0.6569443941116333,0.11349205404445498,0.6362274289131165,0.6605441570281982,0.6420634984970093,elu,16,,0.2,200,2,8,he_normal,100,<class 'keras.optimizers.Adam'>,6
178,200,0.07439864074303934,0.8636499047279358,0.930083155632019,0.8321097493171692,0.060945310947085225,0.8796209096908569,0.9243575930595398,0.862433910369873,elu,64,,0.4,200,4,8,he_normal,1,<class 'keras.optimizers.Adam'>,8
179,50,0.07750903825576944,0.8640403151512146,0.9185314178466797,0.8443782329559326,0.07179135421949936,0.8661609292030334,0.9023882746696472,0.8577404022216797,elu,128,,0.2,50,2,2,he_normal,100,<class 'keras.optimizers.Adam'>,8
180,50,0.1564366938363597,0.7600733637809753,0.6950019598007202,0.904931902885437,0.20722607735079773,0.7752900123596191,0.7513471841812134,0.8549726009368896,relu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,50,2,2,he_normal,100,<class 'keras.optimizers.Adam'>,6
181,100,0.07411408328608711,0.6772218942642212,0.7050926089286804,0.6767856478691101,0.0678767302496182,0.6759418845176697,0.7017006278038025,0.6768423318862915,relu,16,,0.2,100,2,2,he_normal,5,<class 'keras.optimizers.Adam'>,6
182,200,0.16314433976870954,0.6677926778793335,0.6502645611763,0.7341269254684448,0.15519904531459192,0.6536478996276855,0.6458616852760315,0.6984407901763916,relu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,4,2,he_normal,10,<class 'keras.optimizers.Adam'>,6
183,50,0.1204426071969901,0.6826555132865906,0.6772487163543701,0.7261903882026672,0.1477236549376731,0.6576037406921387,0.6445860862731934,0.7059523463249207,elu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,4,8,he_normal,1,<class 'keras.optimizers.Adam'>,8
184,200,0.12407680419381215,0.802838921546936,0.746962308883667,0.9201796650886536,0.1498449447086234,0.8290311098098755,0.7789589166641235,0.9302213788032532,elu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,4,2,he_normal,5,<class 'keras.optimizers.Adam'>,8
185,200,0.07424891245536837,0.8572990298271179,0.9102455973625183,0.8401082754135132,0.06335744378543524,0.8786054849624634,0.9232168197631836,0.8594265580177307,elu,128,,0.4,200,2,4,he_normal,10,<class 'keras.optimizers.Adam'>,6
186,200,0.31396013218562596,0.0,0.0,0.0,0.3038573172839462,0.0,0.0,0.0,relu,64,,0.2,200,4,2,he_normal,100,<class 'keras.optimizers.Adam'>,8
187,50,0.1269599664128386,0.8193503022193909,0.7870174646377563,0.9102281332015991,0.15416773679206705,0.8156531453132629,0.7636910080909729,0.9250297546386719,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,50,2,4,he_normal,10,<class 'keras.optimizers.Adam'>,6
188,200,0.08719513946619169,0.8584800958633423,0.8704777956008911,0.8825551867485046,0.16297169605713288,0.8135690689086914,0.7540539503097534,0.9275166392326355,elu,128,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,2,4,he_normal,100,<class 'keras.optimizers.Adam'>,8
189,50,0.15149718181116575,0.6517567038536072,0.6281746029853821,0.728835940361023,0.16477456955630101,0.6537160873413086,0.6424562335014343,0.7024942636489868,relu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,2,2,he_normal,1,<class 'keras.optimizers.Adam'>,8
190,50,0.0728905146838859,0.8368874192237854,0.8853554129600525,0.8241685628890991,0.06177593288065373,0.827708899974823,0.8701814413070679,0.8171566724777222,elu,32,,0.2,50,2,8,he_normal,5,<class 'keras.optimizers.Adam'>,6
191,100,0.0736182603604864,0.8685789108276367,0.921497106552124,0.8487215042114258,0.06700829305182929,0.8684508800506592,0.9152183532714844,0.8507134318351746,elu,128,,0.4,100,2,2,he_normal,10,<class 'keras.optimizers.Adam'>,8
192,100,0.07535298525554417,0.8594692349433899,0.9243065714836121,0.8309003114700317,0.06123596772380259,0.8828484416007996,0.9176461100578308,0.8762580752372742,elu,64,,0.2,100,4,4,he_normal,5,<class 'keras.optimizers.Adam'>,8
193,50,0.0826311532490331,0.8598055243492126,0.9072935581207275,0.8490976095199585,0.07459819591859901,0.8638207316398621,0.900083065032959,0.8591321706771851,relu,64,,0.4,50,2,4,he_normal,1,<class 'keras.optimizers.Adam'>,6
194,50,0.07434384752067719,0.8438609838485718,0.870143711566925,0.8541950583457947,0.06210918096954732,0.8305814266204834,0.8755021691322327,0.8193110227584839,elu,32,,0.4,50,4,8,he_normal,10,<class 'keras.optimizers.Adam'>,6
195,200,0.07831650309871512,0.6857101917266846,0.7025793790817261,0.6967592239379883,0.06059283880844376,0.6554401516914368,0.6776643395423889,0.6576812863349915,elu,16,,0.4,200,2,8,he_normal,5,<class 'keras.optimizers.Adam'>,8
196,200,0.08046427023739755,0.6881428956985474,0.6962302327156067,0.7116401195526123,0.06196054294840193,0.6436793804168701,0.6686791181564331,0.643367350101471,relu,16,,0.4,200,2,8,he_normal,10,<class 'keras.optimizers.Adam'>,6
197,100,0.07465268639504895,0.8395847678184509,0.8833711743354797,0.8340892195701599,0.059595759556794886,0.835310697555542,0.8688047528266907,0.8337870240211487,relu,32,,0.4,100,4,8,he_normal,1,<class 'keras.optimizers.Adam'>,8
198,200,0.12722834031857774,0.8166109919548035,0.7882180213928223,0.8983182311058044,0.14438660171639417,0.8007027506828308,0.7623315453529358,0.888119637966156,elu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,4,4,he_normal,1,<class 'keras.optimizers.Adam'>,8
199,200,0.0731962858476087,0.8789015412330627,0.9277712106704712,0.8602615594863892,0.06006730561334562,0.8704628944396973,0.920931339263916,0.8472626209259033,relu,128,,0.4,200,2,8,he_normal,5,<class 'keras.optimizers.Adam'>,6
200,200,0.07317734327373565,0.8672563433647156,0.9212837815284729,0.8475102782249451,0.05879976748769945,0.889805793762207,0.9363597631454468,0.8705106973648071,relu,64,,0.4,200,2,8,he_normal,5,<class 'keras.optimizers.Adam'>,6
201,100,0.12010485393432047,0.8334187269210815,0.8106484413146973,0.9067637920379639,0.14901539526020227,0.822027862071991,0.7679759860038757,0.9271511435508728,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,100,2,8,he_normal,1,<class 'keras.optimizers.Adam'>,6
202,50,0.14327322734047587,0.8310298323631287,0.8065704107284546,0.9017889499664307,0.17573381735193522,0.8023032546043396,0.7416259050369263,0.9216336607933044,elu,128,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,50,4,2,he_normal,100,<class 'keras.optimizers.Adam'>,8
203,100,0.08404734800286408,0.8687101006507874,0.914770245552063,0.8606244325637817,0.08305222099577939,0.8635869026184082,0.8988977670669556,0.862457275390625,relu,64,,0.4,100,4,2,he_normal,100,<class 'keras.optimizers.Adam'>,6
204,100,0.07386181455395555,0.6676259636878967,0.6974206566810608,0.6625661253929138,0.06551030338361222,0.6989134550094604,0.7249999642372131,0.7005100846290588,relu,16,,0.4,100,2,8,he_normal,10,<class 'keras.optimizers.Adam'>,8
205,100,0.1190944800552546,0.6683174967765808,0.6595898866653442,0.7189153432846069,0.09904397433307878,0.6755605340003967,0.6842969059944153,0.6937074661254883,elu,16,,0.2,100,4,2,he_normal,100,<class 'keras.optimizers.Adam'>,6
206,200,0.10896823859211822,0.832023024559021,0.8113662600517273,0.8996409177780151,0.14219423435492026,0.8040456771850586,0.774020254611969,0.8823617100715637,elu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,4,4,he_normal,10,<class 'keras.optimizers.Adam'>,8
207,200,0.16424975159474187,0.6615646481513977,0.823544979095459,0.5735071301460266,0.14855606852772515,0.6826077103614807,0.8349206447601318,0.595081627368927,relu,32,,0.2,200,2,8,he_normal,100,<class 'keras.optimizers.Adam'>,8
208,50,0.07524633468832957,0.826992928981781,0.8871694207191467,0.8041950464248657,0.06732603188694514,0.8208309412002563,0.8677115440368652,0.8097062110900879,relu,32,,0.2,50,2,8,he_normal,1,<class 'keras.optimizers.Adam'>,8
209,200,0.07318360178641418,0.8495588302612305,0.9020655155181885,0.8362101912498474,0.0622133067255961,0.8819549083709717,0.9307172894477844,0.864495575428009,elu,64,,0.2,200,2,4,he_normal,1,<class 'keras.optimizers.Adam'>,8
210,200,0.07641945032415362,0.6812856197357178,0.6909391283988953,0.7042327523231506,0.06781612771252792,0.6939746141433716,0.7185657024383545,0.6955781579017639,elu,16,,0.2,200,4,2,he_normal,10,<class 'keras.optimizers.Adam'>,6
