,round_epochs,val_loss,val_matthews,val_precision,val_recall,loss,matthews,precision,recall,activation,batch_size,class_weight,dropout,epochs,first_hidden_layer,first_neuron,kernel_initializer,learning_rate,optimizer,second_hidden_layer
14,200,0.09194350510887452,0.851966142654419,0.9659873247146606,0.777465283870697,0.07543513217997226,0.8799453973770142,0.9169394969940186,0.8684484362602234,elu,128,,0.2,200,4,2,he_normal,100,<class 'keras.optimizers.Adam'>,8
15,50,0.17397866974789894,0.653695821762085,0.6233466267585754,0.7414020895957947,0.159954470347196,0.6701174974441528,0.6598153114318848,0.7212867736816406,relu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,4,2,he_normal,10,<class 'keras.optimizers.Adam'>,6
16,200,0.19676618651758213,0.6460732221603394,0.6886904835700989,0.6275131702423096,0.2879206748015579,0.6462231874465942,0.6874432563781738,0.6315476894378662,relu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,200,2,4,he_normal,100,<class 'keras.optimizers.Adam'>,8
17,100,0.07589336120606076,0.6705805063247681,0.7014549970626831,0.6648809313774109,0.06351463495396481,0.6579979658126831,0.6799035668373108,0.6600621938705444,relu,16,,0.2,100,4,4,he_normal,1,<class 'keras.optimizers.Adam'>,8
18,200,0.1475198076992139,0.7925962209701538,0.7375351190567017,0.9184480905532837,0.1460746105374961,0.8278601765632629,0.7846709489822388,0.9169149398803711,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,200,2,4,he_normal,10,<class 'keras.optimizers.Adam'>,6
19,50,0.07725077738725472,0.6565677523612976,0.6927910447120667,0.6430554986000061,0.06596738245578466,0.6596031188964844,0.685799241065979,0.6563207507133484,relu,16,,0.4,50,2,4,he_normal,5,<class 'keras.optimizers.Adam'>,6
20,200,0.13446771738315771,0.6671018004417419,0.6468915343284607,0.7387565970420837,0.14628911913932005,0.6539736390113831,0.632264256477356,0.7201650142669678,relu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,2,4,he_normal,1,<class 'keras.optimizers.Adam'>,6
21,100,0.10500831843377166,0.8281134963035583,0.8188208937644958,0.8873961567878723,0.1438878251230935,0.7935747504234314,0.7553535103797913,0.8828880786895752,relu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,100,2,8,he_normal,5,<class 'keras.optimizers.Adam'>,8
22,100,0.1366537325185968,0.8204479217529297,0.7733721733093262,0.9181663990020752,0.15204764410326865,0.8361911773681641,0.7886875867843628,0.9239315390586853,elu,128,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,100,2,4,he_normal,1,<class 'keras.optimizers.Adam'>,6
23,50,0.13515162743259843,0.8387956023216248,0.8145419359207153,0.9074707627296448,0.18127177568154926,0.8260927796363831,0.7832835912704468,0.9185495972633362,relu,128,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,2,2,he_normal,100,<class 'keras.optimizers.Adam'>,8
24,100,0.11552160756668502,0.8047850131988525,0.774404764175415,0.8927626013755798,0.15457467875642034,0.7979856729507446,0.7535716891288757,0.8980686664581299,elu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,100,4,2,he_normal,10,<class 'keras.optimizers.Adam'>,8
25,100,0.12825614181565742,0.7996981143951416,0.7629818916320801,0.8989796042442322,0.139606644077129,0.7985223531723022,0.7622416615486145,0.8863568902015686,elu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,100,4,8,he_normal,5,<class 'keras.optimizers.Adam'>,6
26,100,0.12965822675357186,0.7935577630996704,0.7517479062080383,0.896995484828949,0.1429094405755204,0.7798413038253784,0.7368401885032654,0.8779669404029846,elu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,100,4,4,he_normal,5,<class 'keras.optimizers.Adam'>,6
27,50,0.11623720209171377,0.7725497484207153,0.7139707207679749,0.9065192937850952,0.14658195399486953,0.7840515375137329,0.7535027861595154,0.8678247928619385,relu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,4,8,he_normal,10,<class 'keras.optimizers.Adam'>,6
28,200,0.21652403148041488,0.3772023022174835,0.4682539701461792,0.3317459523677826,0.22663451827152226,0.33367058634757996,0.42205214500427246,0.2900267243385315,relu,16,,0.2,200,4,8,he_normal,100,<class 'keras.optimizers.Adam'>,6
29,50,0.14615349118460533,0.6791118383407593,0.6885581612586975,0.7063491940498352,0.09912953941845838,0.6968307495117188,0.6928570866584778,0.7352322936058044,relu,16,,0.4,50,4,2,he_normal,100,<class 'keras.optimizers.Adam'>,8
30,50,0.09542899391897669,0.6843610405921936,0.6837301850318909,0.7225528359413147,0.1435914468813153,0.6602064967155457,0.6458048224449158,0.7101594805717468,elu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,50,2,8,he_normal,5,<class 'keras.optimizers.Adam'>,8
31,50,0.1800505116809486,0.0,0.0,0.0,0.0982491262833972,0.7874430418014526,0.7858844995498657,0.8341595530509949,relu,32,,0.4,50,4,4,he_normal,100,<class 'keras.optimizers.Adam'>,8
32,200,0.12636221866469127,0.6584650278091431,0.6335317492485046,0.7347882986068726,0.14975354833970073,0.6625707149505615,0.6459466814994812,0.7214001417160034,relu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,200,2,4,he_normal,10,<class 'keras.optimizers.Adam'>,6
33,200,0.10091644037965439,0.6820722818374634,0.6793649792671204,0.7235449552536011,0.14907256151415113,0.6849234700202942,0.6650913953781128,0.7465701699256897,relu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,200,4,8,he_normal,10,<class 'keras.optimizers.Adam'>,6
34,200,0.07569196062804985,0.8572421669960022,0.884443461894989,0.8641678690910339,0.05845822055541414,0.8804576992988586,0.9212519526481628,0.8630370497703552,elu,128,,0.4,200,4,8,he_normal,5,<class 'keras.optimizers.Adam'>,6
35,100,0.07496519985479014,0.8683413863182068,0.9172605276107788,0.8525141477584839,0.06686930363801957,0.8742513060569763,0.9237986207008362,0.8509363532066345,elu,128,,0.4,100,4,4,he_normal,1,<class 'keras.optimizers.Adam'>,6
36,50,0.07576065217192197,0.6802727580070496,0.7057540416717529,0.6820766925811768,0.06653194953978898,0.6715190410614014,0.6919217109680176,0.6767005920410156,relu,16,,0.4,50,2,2,he_normal,5,<class 'keras.optimizers.Adam'>,8
37,100,0.14731506816441528,0.7859058380126953,0.714785099029541,0.9230905771255493,0.1376758256238057,0.8261755704879761,0.7637568712234497,0.935297966003418,relu,128,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,100,4,8,he_normal,5,<class 'keras.optimizers.Adam'>,6
38,200,0.07588533686553985,0.816443145275116,0.8523809909820557,0.8188775777816772,0.06032837962945023,0.8312742710113525,0.8680084347724915,0.8292154669761658,elu,32,,0.2,200,2,8,he_normal,5,<class 'keras.optimizers.Adam'>,8
39,50,0.07699737462314803,0.8420203924179077,0.89021235704422,0.8309264779090881,0.07411169915401768,0.8609050512313843,0.9163864850997925,0.8376446962356567,elu,128,,0.2,50,4,4,he_normal,100,<class 'keras.optimizers.Adam'>,6
40,200,0.1036687889352611,0.8338384032249451,0.884788453578949,0.8200679421424866,0.10618995727948201,0.8037459254264832,0.844582200050354,0.8027887344360352,elu,32,,0.2,200,4,8,he_normal,100,<class 'keras.optimizers.Adam'>,6
41,50,0.07319663579871512,0.8459081053733826,0.8911375999450684,0.8362055420875549,0.0644278926647987,0.8226994276046753,0.8586006760597229,0.8183593153953552,elu,32,,0.4,50,4,4,he_normal,1,<class 'keras.optimizers.Adam'>,8
42,50,0.1220961512596725,0.6731292009353638,0.6614417433738708,0.728835940361023,0.1634950472034828,0.6419958472251892,0.6294784545898438,0.6930392980575562,relu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,50,2,2,he_normal,10,<class 'keras.optimizers.Adam'>,6
43,200,0.13918497326902016,0.6805731058120728,0.6668651700019836,0.7387565970420837,0.14836752223919025,0.6690343618392944,0.6545634269714355,0.7254533767700195,elu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,2,4,he_normal,10,<class 'keras.optimizers.Adam'>,6
44,200,0.07518722102238429,0.6731818318367004,0.7046957612037659,0.672156035900116,0.060526656008909524,0.640407919883728,0.6674035787582397,0.6377833485603333,elu,16,,0.2,200,2,8,he_normal,5,<class 'keras.optimizers.Adam'>,8
45,100,0.14943364227560876,0.679606556892395,0.6955026984214783,0.6966270208358765,0.09488748161141482,0.6588808298110962,0.6701772212982178,0.6753399968147278,relu,16,,0.2,100,4,4,he_normal,100,<class 'keras.optimizers.Adam'>,6
46,50,0.07636774470648044,0.8636725544929504,0.8802679181098938,0.8813782334327698,0.07131993344942526,0.8748728632926941,0.9096184968948364,0.8681991100311279,elu,128,,0.2,50,4,4,he_normal,100,<class 'keras.optimizers.Adam'>,8
47,200,0.07521903980731491,0.8318091630935669,0.8706349730491638,0.8309145569801331,0.06696034044982044,0.8492040038108826,0.8870183229446411,0.8443798422813416,relu,32,,0.4,200,4,2,he_normal,10,<class 'keras.optimizers.Adam'>,8
48,100,0.08905549312987752,0.8422291874885559,0.8443787097930908,0.8848685026168823,0.07404214817762578,0.8777660131454468,0.9421904683113098,0.8458663821220398,relu,64,,0.2,100,4,4,he_normal,100,<class 'keras.optimizers.Adam'>,6
49,50,0.148660715757276,0.7912165522575378,0.7289875745773315,0.9153254628181458,0.14428882747444513,0.8362913727760315,0.7839586138725281,0.9320183992385864,elu,128,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,4,8,he_normal,5,<class 'keras.optimizers.Adam'>,8
50,100,0.1258350081366228,0.8352060317993164,0.8204286694526672,0.8998666405677795,0.18474115605123909,0.8164536356925964,0.778977632522583,0.9153026938438416,elu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,100,4,2,he_normal,100,<class 'keras.optimizers.Adam'>,6
51,100,0.07716196198557576,0.6767597794532776,0.7000661492347717,0.6841930747032166,0.06418446570328762,0.6748033165931702,0.7000565528869629,0.6736392974853516,elu,16,,0.4,100,2,4,he_normal,10,<class 'keras.optimizers.Adam'>,8
52,100,0.13290323824733902,0.8031461834907532,0.7657880187034607,0.8969954252243042,0.15824427290412404,0.7901474833488464,0.7555921673774719,0.8786767721176147,relu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,100,4,2,he_normal,10,<class 'keras.optimizers.Adam'>,8
53,200,0.07390277550412609,0.6797106266021729,0.7062169909477234,0.6800925135612488,0.06584689234910321,0.6472104787826538,0.6718536615371704,0.646173357963562,elu,16,,0.2,200,2,2,he_normal,1,<class 'keras.optimizers.Adam'>,6
54,50,0.07292605941060136,0.6827287077903748,0.7106481790542603,0.6830688118934631,0.06222435172326885,0.6982207298278809,0.7245181202888489,0.6969102025032043,elu,16,,0.4,50,4,8,he_normal,1,<class 'keras.optimizers.Adam'>,6
55,50,0.07236490164785608,0.8399375677108765,0.875264585018158,0.8405706882476807,0.06261156843824525,0.8315950036048889,0.8805151581764221,0.8149258494377136,elu,32,,0.2,50,2,8,he_normal,1,<class 'keras.optimizers.Adam'>,8
56,200,0.07600905897379336,0.8601157069206238,0.9114317893981934,0.8445625305175781,0.06597068522834382,0.8620075583457947,0.9131762385368347,0.8434476256370544,relu,64,,0.4,200,4,2,he_normal,10,<class 'keras.optimizers.Adam'>,8
57,50,0.0736453447815633,0.8368467688560486,0.8900794386863708,0.8194066882133484,0.0677073589899201,0.8328385949134827,0.8810821175575256,0.8182217478752136,elu,32,,0.4,50,4,2,he_normal,1,<class 'keras.optimizers.Adam'>,8
58,200,0.12882840810082288,0.6770177483558655,0.6609126329421997,0.7354497313499451,0.14664615558919475,0.6658528447151184,0.6573693752288818,0.7114512324333191,elu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,4,4,he_normal,10,<class 'keras.optimizers.Adam'>,6
59,200,0.14650087210071983,0.6706558465957642,0.6593254208564758,0.7281745672225952,0.1540755558031044,0.6603603959083557,0.6435372829437256,0.716071367263794,relu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,200,2,2,he_normal,5,<class 'keras.optimizers.Adam'>,6
60,100,0.12057217138930175,0.8349844813346863,0.8099292516708374,0.9054110050201416,0.1561782989015017,0.821179211139679,0.7642406225204468,0.9266567826271057,elu,128,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,100,2,2,he_normal,5,<class 'keras.optimizers.Adam'>,6
61,100,0.16912497926030706,0.7687848806381226,0.7060531973838806,0.904931902885437,0.21860385917384048,0.7898366451263428,0.7566558122634888,0.8794894218444824,elu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,100,2,2,he_normal,100,<class 'keras.optimizers.Adam'>,6
62,100,0.3107992319706092,0.7988836765289307,0.7533919215202332,0.9055933356285095,0.2031102571295469,0.7919726371765137,0.7656993269920349,0.8681367039680481,elu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,100,4,2,he_normal,100,<class 'keras.optimizers.Adam'>,8
63,200,0.10568051932873132,0.8607386350631714,0.9225618243217468,0.8347489237785339,0.10727864873059104,0.8686141967773438,0.9315185546875,0.8414496183395386,elu,64,,0.4,200,4,8,he_normal,100,<class 'keras.optimizers.Adam'>,8
64,200,0.24958149515238534,0.6016268730163574,0.6541005373001099,0.5807539224624634,0.3388103735750155,0.5965500473976135,0.6524376273155212,0.5727323889732361,relu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,200,2,8,he_normal,100,<class 'keras.optimizers.Adam'>,6
65,100,0.14372736968235134,0.8370189070701599,0.8508423566818237,0.8655375242233276,0.21960088043529563,0.8471693992614746,0.8506970405578613,0.8785961866378784,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,100,2,2,he_normal,100,<class 'keras.optimizers.Adam'>,8
66,100,0.07493725869696387,0.8302196860313416,0.8801587820053101,0.8182161450386047,0.06174178158019092,0.8445382714271545,0.8868534564971924,0.835544228553772,elu,32,,0.2,100,2,8,he_normal,1,<class 'keras.optimizers.Adam'>,8
67,50,0.15393447771257698,0.6674399971961975,0.6484788060188293,0.7347882986068726,0.14944901373974817,0.6747157573699951,0.6516439914703369,0.7390305399894714,relu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,50,4,4,he_normal,10,<class 'keras.optimizers.Adam'>,6
68,100,0.13163902242544243,0.822054386138916,0.7881820201873779,0.9102281332015991,0.154257385428914,0.8221406936645508,0.7689464092254639,0.9276103377342224,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,100,4,2,he_normal,1,<class 'keras.optimizers.Adam'>,8
69,50,0.13570668550565754,0.7940509915351868,0.7519590258598328,0.8985827565193176,0.1445065702546805,0.8103944659233093,0.7818312048912048,0.8884463310241699,elu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,4,8,he_normal,5,<class 'keras.optimizers.Adam'>,6
70,200,0.13518035098788223,0.8090944886207581,0.765537440776825,0.9065829515457153,0.1623928825517267,0.8320728540420532,0.7913159132003784,0.9147443771362305,relu,128,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,2,2,he_normal,5,<class 'keras.optimizers.Adam'>,8
71,100,0.14158970883163768,0.7690129280090332,0.7101000547409058,0.8976567387580872,0.1514280217601777,0.7912383079528809,0.7613273859024048,0.8715541958808899,elu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,100,4,2,he_normal,5,<class 'keras.optimizers.Adam'>,8
72,50,0.12203963836902479,0.8240339756011963,0.8068121671676636,0.8910430669784546,0.1493790432170078,0.7941907644271851,0.7590677738189697,0.8817664980888367,relu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,50,4,4,he_normal,5,<class 'keras.optimizers.Adam'>,6
73,200,0.13165378796368252,0.6816504001617432,0.6936507821083069,0.7033730149269104,0.24359739885620674,0.6833763122558594,0.6902777552604675,0.7040532827377319,elu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,200,4,2,he_normal,100,<class 'keras.optimizers.Adam'>,8
74,200,0.07432333740787564,0.8358888030052185,0.8797619342803955,0.827078640460968,0.06116970188688945,0.837422788143158,0.8695012927055359,0.8373262286186218,elu,32,,0.4,200,2,8,he_normal,1,<class 'keras.optimizers.Adam'>,8
75,200,0.1424634687552566,0.6735960245132446,0.661309540271759,0.7301587462425232,0.15227770732486562,0.6445921063423157,0.6290897727012634,0.6970804333686829,elu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,4,2,he_normal,5,<class 'keras.optimizers.Adam'>,8
76,200,0.12564135094175333,0.6620457768440247,0.6414021253585815,0.7308200597763062,0.1401403878659657,0.6656259298324585,0.6458615064620972,0.7295917868614197,elu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,4,4,he_normal,1,<class 'keras.optimizers.Adam'>,8
77,200,0.07524215377569346,0.8564967513084412,0.9179132580757141,0.8330168128013611,0.06281263903164011,0.8776429891586304,0.9166363477706909,0.8688518404960632,elu,64,,0.2,200,2,4,he_normal,10,<class 'keras.optimizers.Adam'>,6
78,100,0.6801062205277693,0.0,0.0,0.0,0.6889214409366979,0.0,0.06228741630911827,0.680272102355957,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,100,2,2,he_normal,10,<class 'keras.optimizers.Adam'>,8
79,50,0.07585945425068057,0.648635745048523,0.683399498462677,0.6417326927185059,0.06635592272544812,0.6495029330253601,0.6795350909233093,0.6425452828407288,elu,16,,0.4,50,4,2,he_normal,5,<class 'keras.optimizers.Adam'>,8
80,50,0.15238680954174277,0.654510498046875,0.6386904120445251,0.7222222089767456,0.1512222296128937,0.6693322062492371,0.6534863114356995,0.7259353399276733,relu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,50,2,4,he_normal,5,<class 'keras.optimizers.Adam'>,6
81,200,0.1204858213637199,0.6829079389572144,0.6733465790748596,0.7347882986068726,0.14965581616387563,0.6576889753341675,0.6412941813468933,0.7135770916938782,relu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,4,4,he_normal,10,<class 'keras.optimizers.Adam'>,6
82,50,0.13370497829644118,0.6709653735160828,0.6552910804748535,0.7328041791915894,0.1492900317974893,0.7086359858512878,0.6915772557258606,0.7655894756317139,elu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,50,4,4,he_normal,1,<class 'keras.optimizers.Adam'>,8
83,100,0.12137198132174407,0.8521309494972229,0.8441557288169861,0.9055355787277222,0.1803052902646702,0.8246228694915771,0.7851894497871399,0.9149224162101746,elu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,100,4,2,he_normal,100,<class 'keras.optimizers.Adam'>,8
84,50,0.08073063308166338,0.8604339957237244,0.9374710321426392,0.82010418176651,0.06581528119349565,0.8741773962974548,0.9094961881637573,0.8715768456459045,elu,64,,0.2,50,4,2,he_normal,10,<class 'keras.optimizers.Adam'>,6
85,100,0.1444493649406708,0.7911656498908997,0.733214259147644,0.9141963720321655,0.14725695670970504,0.8269506692886353,0.7809087634086609,0.9225001931190491,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,100,2,4,he_normal,5,<class 'keras.optimizers.Adam'>,8
86,50,0.0770809604925792,0.8519859313964844,0.9126600623130798,0.8290673494338989,0.06417333831469041,0.8753942251205444,0.9218353629112244,0.8585606217384338,relu,64,,0.4,50,2,4,he_normal,10,<class 'keras.optimizers.Adam'>,8
87,50,0.07218334499514366,0.8323209285736084,0.8804610967636108,0.8211261630058289,0.06239592926176293,0.853300929069519,0.9026725888252258,0.8390026092529297,relu,32,,0.4,50,4,8,he_normal,10,<class 'keras.optimizers.Adam'>,6
88,50,0.0838235957445801,0.8702715635299683,0.9001794457435608,0.871400773525238,0.07612251692834929,0.8624501824378967,0.9164168834686279,0.8423789143562317,relu,128,,0.4,50,4,8,he_normal,100,<class 'keras.optimizers.Adam'>,8
89,100,0.07727659249464099,0.8656163811683655,0.9047594666481018,0.8600816130638123,0.07082073072272065,0.8763803243637085,0.9025415778160095,0.8770954012870789,relu,128,,0.4,100,4,4,he_normal,100,<class 'keras.optimizers.Adam'>,6
90,50,0.12618605465414745,0.8234871625900269,0.7937096357345581,0.9102281332015991,0.15541127618448233,0.8326642513275146,0.7901469469070435,0.9211587905883789,elu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,50,2,2,he_normal,5,<class 'keras.optimizers.Adam'>,8
91,50,0.07344156614039209,0.842936098575592,0.8756992816925049,0.8461261987686157,0.06330304785138777,0.8316211104393005,0.8644761443138123,0.8326410055160522,relu,32,,0.4,50,4,4,he_normal,5,<class 'keras.optimizers.Adam'>,6
92,200,0.12999210694838553,0.8000226616859436,0.7597978711128235,0.8969954252243042,0.1437307261216001,0.7962443232536316,0.7608453631401062,0.8803572058677673,elu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,2,4,he_normal,10,<class 'keras.optimizers.Adam'>,6
93,50,0.07262086705657368,0.8682184815406799,0.9156755805015564,0.852657675743103,0.06226217303950008,0.88027024269104,0.924852728843689,0.861856997013092,elu,128,,0.4,50,4,8,he_normal,5,<class 'keras.optimizers.Adam'>,6
94,100,0.07105566653822414,0.8579866290092468,0.9049761891365051,0.8476236462593079,0.06426669961486207,0.8674343824386597,0.9150328636169434,0.8509739637374878,relu,64,,0.4,100,4,4,he_normal,10,<class 'keras.optimizers.Adam'>,6
95,100,0.11625442275537401,0.8196388483047485,0.7800065875053406,0.9085310101509094,0.16960937912322552,0.8436870574951172,0.7979609966278076,0.9306228160858154,elu,128,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,100,2,8,he_normal,100,<class 'keras.optimizers.Adam'>,8
96,100,0.1162876405038341,0.8371008038520813,0.8530423045158386,0.8606765270233154,0.1882029734345739,0.8045632243156433,0.7828232645988464,0.8744817972183228,relu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,100,2,4,he_normal,100,<class 'keras.optimizers.Adam'>,8
97,200,0.07245565402761624,0.8727767467498779,0.9463248252868652,0.8313056826591492,0.05772480769055151,0.8848881125450134,0.9277178049087524,0.86670982837677,elu,128,,0.2,200,4,8,he_normal,10,<class 'keras.optimizers.Adam'>,8
98,50,0.08614084773114392,0.7950423955917358,0.8768518567085266,0.7565004229545593,0.07042664899096279,0.8138202428817749,0.8597655296325684,0.804628312587738,relu,32,,0.4,50,2,2,he_normal,10,<class 'keras.optimizers.Adam'>,6
99,100,0.1314804672247605,0.7995826005935669,0.7523148655891418,0.9029477834701538,0.15525718203957103,0.7844036817550659,0.753227174282074,0.8692097663879395,relu,32,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,100,2,2,he_normal,5,<class 'keras.optimizers.Adam'>,8
100,50,0.7517319623725953,0.0,0.0947420671582222,0.8015872836112976,0.6968891493763605,0.0,0.04708758369088173,0.4183673560619354,relu,16,"{0: 0.550402853804047, 1: 5.460036607687615}",0.4,50,4,2,he_normal,100,<class 'keras.optimizers.Adam'>,8
101,200,0.13465764048468365,0.806284487247467,0.758314311504364,0.9122122526168823,0.13105055842058563,0.84731525182724,0.7970083951950073,0.9405162334442139,relu,64,"{0: 0.550402853804047, 1: 5.460036607687615}",0.2,200,4,8,he_normal,10,<class 'keras.optimizers.Adam'>,8
102,100,0.0737402279522924,0.8449732065200806,0.8722222447395325,0.8553854823112488,0.06743465338763453,0.8333854675292969,0.8708010315895081,0.8327829241752625,elu,32,,0.4,100,2,2,he_normal,5,<class 'keras.optimizers.Adam'>,8
103,200,0.07889218549682361,0.6653171181678772,0.7043651342391968,0.6560845971107483,0.061551799307422286,0.6890188455581665,0.7116779685020447,0.6893421411514282,elu,16,,0.4,200,2,8,he_normal,10,<class 'keras.optimizers.Adam'>,6
