,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
40,0.6442160129547119,0.13290640068869747,0.006100273132324219,0.00020503540921111153,20,6,10,"{'max_depth': 20, 'max_features': 6, 'n_estimators': 10}",0.9477803111364446,0.9669588362550292,0.9654963216298831,0.9585992783635794,0.951732227535565,0.9581138341768343,0.007490046375535698,84
41,2.1958409786224364,0.36237845247077255,0.019786310195922852,0.006346420250996603,20,6,30,"{'max_depth': 20, 'max_features': 6, 'n_estimators': 30}",0.946176128427951,0.9739505728390617,0.9706855401887353,0.9592937367027484,0.960680986014126,0.9621577161648495,0.009774014530684074,77
42,2.9078407287597656,0.33152465216055826,0.024991703033447266,0.0035824775962367537,20,6,50,"{'max_depth': 20, 'max_features': 6, 'n_estimators': 50}",0.9616912835795026,0.9732855661889952,0.9736180695140284,0.9665209387942935,0.9631386849143306,0.9676513289359704,0.004990410634696881,54
43,6.8485894203186035,0.7231473109633817,0.051012277603149414,0.007514767732233561,20,6,100,"{'max_depth': 20, 'max_features': 6, 'n_estimators': 100}",0.9624746247462477,0.9779581129144623,0.9740272402724027,0.971214576788918,0.9660340676417429,0.9703419803622366,0.005528417626314404,38
44,0.997792911529541,0.24812014395598012,0.010410642623901368,0.003711945764798718,20,8,10,"{'max_depth': 20, 'max_features': 8, 'n_estimators': 10}",0.9416619166191661,0.9612879462127955,0.9615604489378228,0.955176173993077,0.9598289614971622,0.9559028511329561,0.007480508330113417,92
45,2.371413803100586,0.36427407014039154,0.014610958099365235,0.0005043912686208282,20,8,30,"{'max_depth': 20, 'max_features': 8, 'n_estimators': 30}",0.9538037047037138,0.9744380777141104,0.970863041963753,0.95997235505579,0.9653079293303186,0.9648773550440922,0.007404563824511451,70
46,6.254928970336914,2.031575306963029,0.05480504035949707,0.0358686093575683,20,8,50,"{'max_depth': 20, 'max_features': 8, 'n_estimators': 50}",0.9536278696120295,0.9771806051393847,0.9725905592389257,0.971647258515243,0.9668385722003242,0.9683768439175031,0.008073406089176456,50
47,8.54577841758728,0.8406487213750715,0.04339213371276855,0.0007947080205796755,20,8,100,"{'max_depth': 20, 'max_features': 8, 'n_estimators': 100}",0.9605904392377258,0.9801323013230132,0.9763330966643,0.964603466789385,0.9659123498536052,0.9695149649719895,0.007429547206556904,44
48,0.214408016204834,0.0036117089171961705,0.006800365447998047,0.0007426091789001027,40,2,10,"{'max_depth': 40, 'max_features': 2, 'n_estimators': 10}",0.9544703780371137,0.9672821728217282,0.9599320993209932,0.9588618886599038,0.9566926442439158,0.9594480855283252,0.004343545690932735,81
49,0.7081831455230713,0.04493601756402566,0.017420148849487303,0.0018428913482113841,40,2,30,"{'max_depth': 40, 'max_features': 2, 'n_estimators': 30}",0.956829568295683,0.9768064347310141,0.9739980733140665,0.9666618313024804,0.957752255947498,0.9664102588954699,0.008154641952077728,61
