,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
89,0.9773216247558594,0.06681065585879843,0.1413036823272705,0.013832939898220075,0.001291549665014884,1.0,rbf,"{'C': 0.001291549665014884, 'gamma': 1.0, 'kernel': 'rbf'}",0.9393310599772664,0.968249682496825,0.962942962762961,0.9507276389416888,0.9550077699300371,0.9552521780505996,0.010021613094756477,268
90,0.16576809883117677,0.013039049585401495,0.02622227668762207,0.0007519116071867697,0.004641588833612782,0.0001,linear,"{'C': 0.004641588833612782, 'gamma': 0.0001, 'kernel': 'linear'}",0.971983053163865,0.982929829298293,0.976009760097601,0.9671795487438056,0.9743008730333406,0.9744811701797522,0.005163394039621219,73
91,0.47531704902648925,0.0156565679922564,0.08059935569763184,0.0026115361802392548,0.004641588833612782,0.0001,poly,"{'C': 0.004641588833612782, 'gamma': 0.0001, 'kernel': 'poly'}",0.9616679500128335,0.9704413710803774,0.9713280466137995,0.9602683126913304,0.9649269359797782,0.9657269894752721,0.004483612656844493,229
92,0.8980465888977051,0.0367361440571507,0.13618106842041017,0.00631578772168216,0.004641588833612782,0.0001,rbf,"{'C': 0.004641588833612782, 'gamma': 0.0001, 'kernel': 'rbf'}",0.9650346503465034,0.9740980743140765,0.97159971599716,0.9659173519544876,0.9658489899090952,0.9685001463702517,0.00365124848849238,158
93,0.1636427402496338,0.003608236082218027,0.027619218826293944,0.0033520254971508476,0.004641588833612782,0.0002782559402207126,linear,"{'C': 0.004641588833612782, 'gamma': 0.0002782559402207126, 'kernel': 'linear'}",0.971983053163865,0.982929829298293,0.976009760097601,0.9671795487438056,0.9743008730333406,0.9744811701797522,0.005163394039621219,73
94,0.4774651050567627,0.0250730145423919,0.0808420181274414,0.0059292545248752285,0.004641588833612782,0.0002782559402207126,poly,"{'C': 0.004641588833612782, 'gamma': 0.0002782559402207126, 'kernel': 'poly'}",0.961726283929506,0.9704413710803774,0.9713280466137995,0.9602683126913304,0.964896923374484,0.9657326568174203,0.004474202461775551,205
95,0.8833527088165283,0.012383648257516084,0.13312115669250488,0.01044036813465568,0.004641588833612782,0.0002782559402207126,rbf,"{'C': 0.004641588833612782, 'gamma': 0.0002782559402207126, 'kernel': 'rbf'}",0.965086317529842,0.974229742297423,0.9716647166471665,0.9660240634399782,0.9658573267438991,0.9685728254553659,0.003676717600216623,152
96,0.14578819274902344,0.010389599817126342,0.02532224655151367,0.0021006972948417334,0.004641588833612782,0.000774263682681127,linear,"{'C': 0.004641588833612782, 'gamma': 0.000774263682681127, 'kernel': 'linear'}",0.971983053163865,0.982929829298293,0.976009760097601,0.9671795487438056,0.9743008730333406,0.9744811701797522,0.005163394039621219,73
97,0.44978785514831543,0.010877205848571395,0.08014130592346191,0.005353317953942284,0.004641588833612782,0.000774263682681127,poly,"{'C': 0.004641588833612782, 'gamma': 0.000774263682681127, 'kernel': 'poly'}",0.961726283929506,0.9704413710803774,0.9713280466137995,0.9602683126913304,0.964896923374484,0.9657326568174203,0.004474202461775551,205
98,0.9134490013122558,0.0038857927417881542,0.13979568481445312,0.010241821762973087,0.004641588833612782,0.000774263682681127,rbf,"{'C': 0.004641588833612782, 'gamma': 0.000774263682681127, 'kernel': 'rbf'}",0.9650979843131766,0.9743347433474334,0.9717980513138464,0.966327524226842,0.9659740424311544,0.9687068499185337,0.003671163252300923,144
99,0.15543522834777831,0.011834061322828823,0.028571271896362306,0.003309377716601889,0.004641588833612782,0.002154434690031882,linear,"{'C': 0.004641588833612782, 'gamma': 0.002154434690031882, 'kernel': 'linear'}",0.971983053163865,0.982929829298293,0.976009760097601,0.9671795487438056,0.9743008730333406,0.9744811701797522,0.005163394039621219,73
100,0.4570976734161377,0.017165756336320583,0.07680153846740723,0.00162744233589129,0.004641588833612782,0.002154434690031882,poly,"{'C': 0.004641588833612782, 'gamma': 0.002154434690031882, 'kernel': 'poly'}",0.961726283929506,0.9704413710803774,0.9713280466137995,0.9602683126913304,0.964896923374484,0.9657326568174203,0.004474202461775551,205
101,0.8759520053863525,0.013677903414996015,0.1347364902496338,0.0028124647979853364,0.004641588833612782,0.002154434690031882,rbf,"{'C': 0.004641588833612782, 'gamma': 0.002154434690031882, 'kernel': 'rbf'}",0.9650763174298409,0.974609746097461,0.972156388230549,0.9671311951019429,0.9662074738056651,0.9690365767948931,0.0036909947593791732,140
102,0.1738497257232666,0.017553009756894403,0.028056573867797852,0.0022419195089311435,0.004641588833612782,0.005994842503189409,linear,"{'C': 0.004641588833612782, 'gamma': 0.005994842503189409, 'kernel': 'linear'}",0.971983053163865,0.982929829298293,0.976009760097601,0.9671795487438056,0.9743008730333406,0.9744811701797522,0.005163394039621219,73
103,0.5069971084594727,0.055107291954172605,0.0782392978668213,0.0017421091768675097,0.004641588833612782,0.005994842503189409,poly,"{'C': 0.004641588833612782, 'gamma': 0.005994842503189409, 'kernel': 'poly'}",0.9619146191461915,0.971429714297143,0.9721213878805454,0.9635363519344791,0.9650486537679159,0.9668105205289313,0.004179577284085807,193
104,0.8847131729125977,0.06083945558633141,0.13680410385131836,0.009118216674605543,0.004641588833612782,0.005994842503189409,rbf,"{'C': 0.004641588833612782, 'gamma': 0.005994842503189409, 'kernel': 'rbf'}",0.9646513131797985,0.9753047530475304,0.9725647256472565,0.9688068988975369,0.9662591621814495,0.9695176662533904,0.00393920783065218,122
105,0.15123791694641114,0.009300855401483807,0.02619776725769043,0.0025827582455351774,0.004641588833612782,0.016681005372000592,linear,"{'C': 0.004641588833612782, 'gamma': 0.016681005372000592, 'kernel': 'linear'}",0.971983053163865,0.982929829298293,0.976009760097601,0.9671795487438056,0.9743008730333406,0.9744811701797522,0.005163394039621219,73
106,0.41931743621826173,0.02062116951187487,0.07456784248352051,0.006403874930742917,0.004641588833612782,0.016681005372000592,poly,"{'C': 0.004641588833612782, 'gamma': 0.016681005372000592, 'kernel': 'poly'}",0.961979619796198,0.973026396930636,0.9726980603139365,0.963434642549871,0.966629317646745,0.9675539831648802,0.004589452987466421,177
107,0.8312085628509521,0.0759176568832091,0.14819536209106446,0.04570957662653607,0.004641588833612782,0.016681005372000592,rbf,"{'C': 0.004641588833612782, 'gamma': 0.016681005372000592, 'kernel': 'rbf'}",0.9639746397463975,0.9762114287809545,0.9728097280972811,0.9714079913563697,0.9659273561562522,0.9700664372093434,0.0045019188767679375,117
108,0.1649181842803955,0.02985212776075348,0.02766842842102051,0.003188535585470306,0.004641588833612782,0.046415888336127774,linear,"{'C': 0.004641588833612782, 'gamma': 0.046415888336127774, 'kernel': 'linear'}",0.971983053163865,0.982929829298293,0.976009760097601,0.9671795487438056,0.9743008730333406,0.9744811701797522,0.005163394039621219,73
109,0.3003524303436279,0.015698477325859835,0.0554100513458252,0.006294882451106587,0.004641588833612782,0.046415888336127774,poly,"{'C': 0.004641588833612782, 'gamma': 0.046415888336127774, 'kernel': 'poly'}",0.96236629032957,0.975876425430921,0.9741347413474135,0.9633579436696746,0.9670328204512562,0.9685541446200777,0.0055204186532368735,154
110,0.753070878982544,0.020295780190237186,0.13186745643615722,0.008911835271734852,0.004641588833612782,0.046415888336127774,rbf,"{'C': 0.004641588833612782, 'gamma': 0.046415888336127774, 'kernel': 'rbf'}",0.9558095580955809,0.970593039263726,0.9705280386137195,0.9649252686128174,0.9572820584645552,0.9638279984700322,0.006309013788738203,243
111,0.14330062866210938,0.005784847200885904,0.027183008193969727,0.002496223601749561,0.004641588833612782,0.12915496650148828,linear,"{'C': 0.004641588833612782, 'gamma': 0.12915496650148828, 'kernel': 'linear'}",0.971983053163865,0.982929829298293,0.976009760097601,0.9671795487438056,0.9743008730333406,0.9744811701797522,0.005163394039621219,73
112,0.2259894371032715,0.009058483736934367,0.03736457824707031,0.002573274760150678,0.004641588833612782,0.12915496650148828,poly,"{'C': 0.004641588833612782, 'gamma': 0.12915496650148828, 'kernel': 'poly'}",0.963552968863022,0.97593309266426,0.9703897038970389,0.9598281278136818,0.95876934979358,0.965695601584012,0.006539618861825574,233
113,0.9142250061035156,0.04823357130112847,0.1567838191986084,0.037534050266773734,0.004641588833612782,0.12915496650148828,rbf,"{'C': 0.004641588833612782, 'gamma': 0.12915496650148828, 'kernel': 'rbf'}",0.9362010286769534,0.9642646426464264,0.9670713373800406,0.9562199457105317,0.9511428133149256,0.9549801470306944,0.010967222047293205,271
114,0.15639963150024414,0.0216553434440753,0.030002880096435546,0.00822210032086877,0.004641588833612782,0.3593813663804626,linear,"{'C': 0.004641588833612782, 'gamma': 0.3593813663804626, 'kernel': 'linear'}",0.971983053163865,0.982929829298293,0.976009760097601,0.9671795487438056,0.9743008730333406,0.9744811701797522,0.005163394039621219,73
115,0.33008828163146975,0.0336721762954099,0.030601644515991212,0.001745196565037212,0.004641588833612782,0.3593813663804626,poly,"{'C': 0.004641588833612782, 'gamma': 0.3593813663804626, 'kernel': 'poly'}",0.9596279296126294,0.973803071364047,0.969906365730324,0.9512545269012985,0.9600265444820157,0.96292477279305,0.008031659341407376,248
116,1.0659642219543457,0.3089899887333847,0.13718838691711427,0.027585649523532357,0.004641588833612782,0.3593813663804626,rbf,"{'C': 0.004641588833612782, 'gamma': 0.3593813663804626, 'kernel': 'rbf'}",0.9267742677426773,0.9715063817304841,0.9624879582129154,0.9478914477413847,0.9540840486337595,0.9525490534089252,0.015144062059662617,285
117,0.1716315746307373,0.045181122349746396,0.02668614387512207,0.005672201725851486,0.004641588833612782,1.0,linear,"{'C': 0.004641588833612782, 'gamma': 1.0, 'kernel': 'linear'}",0.971983053163865,0.982929829298293,0.976009760097601,0.9671795487438056,0.9743008730333406,0.9744811701797522,0.005163394039621219,73
118,1.1967549324035645,0.4044273085594738,0.035159969329833986,0.014581818469729547,0.004641588833612782,1.0,poly,"{'C': 0.004641588833612782, 'gamma': 1.0, 'kernel': 'poly'}",0.9565645656456565,0.9646646466464665,0.9680313469801365,0.9506726158319828,0.9556847209161182,0.9591244649838276,0.00632208190667751,259
119,0.9491374015808105,0.05861151416702134,0.14297327995300294,0.004309962624698687,0.004641588833612782,1.0,rbf,"{'C': 0.004641588833612782, 'gamma': 1.0, 'kernel': 'rbf'}",0.9365693656936569,0.9678846788467884,0.963259632596326,0.9493370548963899,0.9575405003434776,0.9549184669132113,0.011067895151351027,272
120,0.1392967700958252,0.012274674121132452,0.02561359405517578,0.00870285403344872,0.016681005372000592,0.0001,linear,"{'C': 0.016681005372000592, 'gamma': 0.0001, 'kernel': 'linear'}",0.9731680650139835,0.9835748357483574,0.9774564412310791,0.9673779654121397,0.9757814948945223,0.9754723403647034,0.005301089507028511,38
121,0.48122124671936034,0.02097555829820007,0.08367199897766113,0.007463099293335008,0.016681005372000592,0.0001,poly,"{'C': 0.016681005372000592, 'gamma': 0.0001, 'kernel': 'poly'}",0.9616679500128335,0.9704413710803774,0.9713280466137995,0.9602683126913304,0.964896923374484,0.9657209882957585,0.004484699441744826,230
122,0.9372079849243165,0.07031211831797601,0.154718017578125,0.025614703998249912,0.016681005372000592,0.0001,rbf,"{'C': 0.016681005372000592, 'gamma': 0.0001, 'kernel': 'rbf'}",0.9650779841131744,0.97419974199742,0.9716213828804955,0.9659557013945856,0.9658539920099776,0.9685421533739792,0.0036718180022706167,156
123,0.13563523292541504,0.01004721088641153,0.02399411201477051,0.002287537169498083,0.016681005372000592,0.0002782559402207126,linear,"{'C': 0.016681005372000592, 'gamma': 0.0002782559402207126, 'kernel': 'linear'}",0.9731680650139835,0.9835748357483574,0.9774564412310791,0.9673779654121397,0.9757814948945223,0.9754723403647034,0.005301089507028511,38
124,0.4879614353179932,0.042473038457642276,0.09176340103149414,0.022841752053123998,0.016681005372000592,0.0002782559402207126,poly,"{'C': 0.016681005372000592, 'gamma': 0.0002782559402207126, 'kernel': 'poly'}",0.961726283929506,0.9704413710803774,0.9713280466137995,0.9602683126913304,0.964896923374484,0.9657326568174203,0.004474202461775551,205
